State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week,Alcohol Results Cleaned,Race Cleaned,Gender Cleaned,Drug Involvment Clean,Age Cleaned,Roadway Category,Alcohol Category
Virginia,Clear,2/5/2011,1,Rural-Principal Arterial-Other,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,5,6,0,White,Male,Unknown,24,Rural,0
Virginia,Clear,2/5/2011,1,Rural-Principal Arterial-Other,29,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,5,6,0,Unknown,Male,No,29,Rural,0
Washington,Cloudy,1/28/2011,1,Urban-Local Road or Street,61,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,28,5,0,Unknown,Female,Unknown,61,Urban,0
Washington,Cloudy,1/28/2011,1,Urban-Local Road or Street,81,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,28,5,0,White,Female,Unknown,81,Urban,0
West Virginia,Cloudy,3/9/2011,1,Urban-Minor Arterial,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,3,9,3,0,Unknown,Female,Unknown,20,Urban,0
West Virginia,Cloudy,3/9/2011,1,Urban-Minor Arterial,46,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,3,9,3,0,Unknown,Male,No,46,Urban,0
West Virginia,Cloudy,3/9/2011,1,Urban-Minor Arterial,76,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,9,3,0,White,Male,No,76,Urban,0
Wisconsin,Clear,2/9/2011,1,Rural-Principal Arterial-Other,18,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,9,3,0,White,Male,Unknown,18,Rural,0
Wisconsin,Clear,2/9/2011,1,Rural-Principal Arterial-Other,63,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,9,3,0,Unknown,Male,No,63,Rural,0
Wyoming,Unknown,6/30/2011,2,Rural-Minor Arterial,43,0.17,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,30,4,0.17,White,Male,Unknown,43,Rural,1
Alabama,Cloudy,2/2/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,64,0.18,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,2,2,3,0.18,Unknown,Male,Unknown,64,Urban,1
Arizona,Clear,1/22/2011,1,Rural-Local Road or Street,32,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Unknown,2011,1,22,6,0,Unknown,Male,Unknown,32,Rural,0
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,34,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,9,3,0,Unknown,Male,Unknown,34,Rural,0
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,48,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,9,3,0,Unknown,Male,Unknown,48,Rural,0
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,49,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,9,3,0,Unknown,Female,Unknown,49,Rural,0
Arkansas,Snow,2/9/2011,1,Rural-Principal Arterial-Interstate,51,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,9,3,0,Unknown,Male,Unknown,51,Rural,0
California,Rain,1/3/2011,1,Urban-Collector,22,0.15,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,3,1,0.15,Unknown,Male,Unknown,22,Urban,1
Connecticut,Clear,6/19/2011,1,Urban-Other Principal Arterial,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,6,19,7,0,Unknown,Male,Unknown,3,Urban,0
Connecticut,Clear,6/19/2011,1,Urban-Other Principal Arterial,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,6,19,7,0,Unknown,Female,Unknown,9,Urban,0
Florida,Clear,1/31/2011,1,Urban-Principal Arterial-Interstate,6,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,31,1,0,Unknown,Female,Unknown,6,Urban,0
Florida,Clear,1/31/2011,1,Urban-Principal Arterial-Interstate,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,31,1,0,Unknown,Female,Unknown,16,Urban,0
Hawaii,Clear,7/3/2011,1,Urban-Minor Arterial,21,0.03,Driver of a Motor Vehicle In-Transport,Unknown,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),2011,7,3,7,0.03,Hawaiian (includes Part-Hawaiian),Male,Unknown,21,Urban,1
Idaho,Cloudy,6/28/2011,1,Rural-Principal Arterial-Other,32,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,6,28,2,0,Unknown,Female,No,32,Rural,0
Idaho,Cloudy,6/28/2011,1,Rural-Principal Arterial-Other,62,0,Pedestrian,No,White,Female,Fatal Injury (K),2011,6,28,2,0,White,Female,No,62,Rural,0
Illinois,Clear,1/29/2011,4,Rural-Minor Arterial,5,0,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,29,6,0,White,Male,No,5,Rural,0
Indiana,Cloudy,1/27/2011,1,Rural-Local Road or Street,23,0.2,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,1,27,4,0.2,Unknown,Male,No,23,Rural,1
Iowa,Clear,3/14/2011,1,Rural-Major Collector,21,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,14,1,0,White,Male,Unknown,21,Rural,0
Kansas,"Sleet, Hail (Freezing Rain or Drizzle)",2/24/2011,1,Rural-Principal Arterial-Other,37,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,24,4,0,Unknown,Female,Unknown,37,Rural,0
Kansas,"Sleet, Hail (Freezing Rain or Drizzle)",2/24/2011,1,Rural-Principal Arterial-Other,53,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,24,4,0,White,Female,No,53,Rural,0
Kentucky,Clear,2/6/2011,1,Rural-Major Collector,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Male,Unknown,20,Rural,0
Kentucky,Clear,2/6/2011,1,Rural-Major Collector,53,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7,0.16,Unknown,Male,Unknown,53,Rural,1
Louisiana,Clear,2/8/2011,1,Urban-Principal Arterial-Interstate,49,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,8,2,0,Unknown,Male,No,49,Urban,0
Michigan,Clear,1/30/2011,3,Urban-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,30,7,0,Unknown,Female,Unknown,17,Urban,0
Michigan,Clear,1/30/2011,3,Urban-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,30,7,0,White,Female,Unknown,17,Urban,0
Michigan,Clear,1/30/2011,3,Urban-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,30,7,0,Black,Male,Unknown,17,Urban,0
Michigan,Clear,1/30/2011,3,Urban-Minor Arterial,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,30,7,0,White,Male,Unknown,18,Urban,0
Minnesota,"Fog, Smog, Smoke",3/19/2011,1,Rural-Minor Collector,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,19,6,0,Unknown,Male,Unknown,18,Rural,0
Minnesota,"Fog, Smog, Smoke",3/19/2011,1,Rural-Minor Collector,19,0.01,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,19,6,0.01,White,Male,Unknown,19,Rural,1
Mississippi,Rain,2/1/2011,1,Rural-Minor Arterial,20,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,1,2,0,White,Male,No,20,Rural,0
Montana,Cloudy,6/11/2011,1,Urban-Other Principal Arterial,19,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,6,11,6,0,Unknown,Female,No,19,Urban,0
Nebraska,Clear,5/8/2011,1,Urban-Local Road or Street,24,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,5,8,7,0,Unknown,Male,No,24,Urban,0
Nebraska,Clear,5/8/2011,1,Urban-Local Road or Street,72,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,5,8,7,0,Unknown,Male,No,72,Urban,0
Nebraska,Clear,5/8/2011,1,Urban-Local Road or Street,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Unknown,No Injury (O),2011,5,8,7,0,Unknown,Unknown,Unknown,Unknown,Urban,0
Nevada,Clear,4/5/2011,1,Urban-Minor Arterial,32,0.22,Driver of a Motor Vehicle In-Transport,No,Japanese,Female,Fatal Injury (K),2011,4,5,2,0.22,Japanese,Female,No,32,Urban,1
New Hampshire,Clear,7/24/2011,1,Rural-Local Road or Street,45,0.15,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,7,24,7,0.15,White,Male,Yes,45,Rural,1
New Jersey,Clear,1/10/2011,1,Urban-Principal Arterial-Interstate,53,0.03,Driver of a Motor Vehicle In-Transport,Not Reported,Chinese,Female,Fatal Injury (K),2011,1,10,1,0.03,Chinese,Female,Unknown,53,Urban,1
New Mexico,Clear,3/25/2011,2,Rural-Principal Arterial-Other,19,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,25,5,0,White,Female,Unknown,19,Rural,0
New Mexico,Clear,3/25/2011,2,Rural-Principal Arterial-Other,21,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,25,5,0,White,Male,Unknown,21,Rural,0
New York,Cloudy,2/11/2011,1,Rural-Local Road or Street,37,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,11,5,0,Unknown,Male,Unknown,37,Rural,0
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,31,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7,0,Unknown,Male,Unknown,31,Rural,0
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7,0,Unknown,Male,Unknown,36,Rural,0
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,42,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,9,7,0,White,Female,Unknown,42,Rural,0
California,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,34,0,Driver of a Motor Vehicle In-Transport,Yes,\N,Male,Fatal Injury (K),2011,1,8,6,0,Unknown,Male,Yes,34,Urban,0
Colorado,Clear,1/12/2011,1,Rural-Local Road or Street,31,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,12,3,0,Unknown,Female,No,31,Rural,0
Delaware,Cloudy,2/28/2011,1,Urban-Other Principal Arterial,20,0.2,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,28,1,0.2,White,Male,Unknown,20,Urban,1
Delaware,Cloudy,2/28/2011,1,Urban-Other Principal Arterial,31,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,28,1,0,Unknown,Female,Unknown,31,Urban,0
District of Columbia,Clear,5/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,36,0.04,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,5,8,7,0.04,Unknown,Male,No,36,Urban,1
Florida,Clear,1/5/2011,1,Urban-Other Principal Arterial,34,0,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),2011,1,5,3,0,Black,Male,Yes,34,Urban,0
Georgia,Clear,1/3/2011,1,Urban-Minor Arterial,47,,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Possible Injury (C),2011,1,3,1,0,Unknown,Female,Unknown,47,Urban,0
Georgia,Clear,1/3/2011,1,Urban-Minor Arterial,62,0,Pedestrian,Not Reported,Black,Female,Fatal Injury (K),2011,1,3,1,0,Black,Female,Unknown,62,Urban,0
Illinois,Clear,1/1/2011,1,Rural-Minor Arterial,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,Unknown,4,Rural,0
Illinois,Clear,1/1/2011,1,Rural-Minor Arterial,61,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,Unknown,61,Rural,0
Illinois,Clear,1/1/2011,1,Rural-Minor Arterial,66,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Male,Unknown,66,Rural,0
Iowa,Snow,1/11/2011,1,Rural-Principal Arterial-Interstate,27,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Male,No Injury (O),2011,1,11,2,0,Unknown,Male,Unknown,27,Rural,0
Iowa,Snow,1/11/2011,1,Rural-Principal Arterial-Interstate,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,11,2,0,Unknown,Female,Unknown,29,Rural,0
Iowa,Snow,1/11/2011,1,Rural-Principal Arterial-Interstate,42,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,11,2,0,Unknown,Male,Unknown,42,Rural,0
Iowa,Snow,1/11/2011,1,Rural-Principal Arterial-Interstate,55,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,11,2,0,Black,Female,Unknown,55,Rural,0
Iowa,Snow,1/11/2011,1,Rural-Principal Arterial-Interstate,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Unknown,No Injury (O),2011,1,11,2,0,Unknown,Unknown,Unknown,Unknown,Rural,0
Kansas,Clear,1/14/2011,1,Rural-Major Collector,22,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,14,5,0,Unknown,Male,Unknown,22,Rural,0
Maryland,Rain,1/11/2011,1,Rural-Minor Collector,17,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2,0,White,Female,No,17,Rural,0
Maryland,Rain,1/11/2011,1,Rural-Minor Collector,28,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,11,2,0,Unknown,Female,No,28,Rural,0
Massachusetts,Not Reported,1/13/2011,1,Urban-Local Road or Street,34,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,13,4,0,Unknown,Female,Unknown,34,Urban,0
Minnesota,Severe Crosswinds,1/24/2011,1,Rural-Major Collector,61,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,24,1,0,White,Female,Unknown,61,Rural,0
Mississippi,Clear,1/7/2011,1,Rural-Principal Arterial-Other,59,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,7,5,0,White,Female,Unknown,59,Rural,0
Missouri,Snow,1/10/2011,1,Rural-Major Collector,62,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,10,1,0,White,Female,Unknown,62,Rural,0
Montana,Cloudy,2/20/2011,1,Urban-Other Principal Arterial,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,20,7,0,Unknown,Male,Unknown,19,Urban,0
Nebraska,Clear,2/3/2011,1,Rural-Principal Arterial-Other,64,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,3,4,0,White,Male,No,64,Rural,0
Nevada,Clear,1/20/2011,1,Urban-Minor Arterial,69,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,20,4,0,Unknown,Female,No,69,Urban,0
New Hampshire,Snow,3/5/2011,1,Rural-Principal Arterial-Other,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,5,6,0,Unknown,Male,Unknown,9,Rural,0
New Hampshire,Snow,3/5/2011,1,Rural-Principal Arterial-Other,65,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,3,5,6,0,Unknown,Male,Unknown,65,Rural,0
New Jersey,Clear,1/10/2011,1,Urban-Minor Arterial,49,0.01,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,10,1,0.01,White,Male,Unknown,49,Urban,1
New Mexico,Clear,1/14/2011,1,Rural-Principal Arterial-Interstate,40,0.04,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,14,5,0.04,Unknown,Male,Unknown,40,Rural,1
North Carolina,Clear,1/30/2011,1,Rural-Major Collector,22,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,30,7,0,White,Male,No,22,Rural,0
Oklahoma,Clear,1/11/2011,1,Rural-Principal Arterial-Other,46,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,11,2,0,Unknown,Female,No,46,Rural,0
Oregon,Not Reported,1/14/2011,1,Urban-Other Principal Arterial,75,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,14,5,0,White,Male,Unknown,75,Urban,0
Rhode Island,Clear,3/24/2011,1,Urban-Other Principal Arterial,34,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,3,24,4,0,Unknown,Female,No,34,Urban,0
Rhode Island,Clear,3/24/2011,1,Urban-Other Principal Arterial,88,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,24,4,0,White,Female,No,88,Urban,0
South Dakota,Cloudy,3/9/2011,1,Rural-Principal Arterial-Interstate,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,9,3,0,Unknown,Male,Unknown,15,Rural,0
South Dakota,Cloudy,3/9/2011,1,Rural-Principal Arterial-Interstate,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,9,3,0,Unknown,Male,Unknown,18,Rural,0
South Dakota,Cloudy,3/9/2011,1,Rural-Principal Arterial-Interstate,20,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,3,9,3,0,Unknown,Male,No,20,Rural,0
South Dakota,Cloudy,3/9/2011,1,Rural-Principal Arterial-Interstate,20,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,9,3,0,White,Male,Unknown,20,Rural,0
South Dakota,Cloudy,3/9/2011,1,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,9,3,0,Unknown,Male,Unknown,20,Rural,0
Tennessee,Snow,1/5/2011,1,Rural-Minor Arterial,1,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,No,1,Rural,0
Tennessee,Snow,1/5/2011,1,Rural-Minor Arterial,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3,0,Unknown,Male,No,38,Rural,0
Texas,Clear,1/1/2011,1,Rural-Principal Arterial-Other,31,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,Unknown,31,Rural,0
Utah,Clear,1/30/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,22,,Pedestrian,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,30,7,0,American Indian (includes Aleuts and Eskimos),Male,Unknown,22,Urban,0
Utah,Clear,1/30/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,,,Driver of a Motor Vehicle In-Transport,Unknown,,Unknown,Unknown,2011,1,30,7,0,Unknown,Unknown,Unknown,Unknown,Urban,0
Vermont,Clear,4/12/2011,1,Rural-Minor Arterial,69,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,12,2,0,White,Male,No,69,Rural,0
Wisconsin,Snow,1/12/2011,1,Rural-Principal Arterial-Other,20,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,12,3,0,White,Female,Unknown,20,Rural,0
Wisconsin,Snow,1/12/2011,1,Rural-Principal Arterial-Other,20,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,12,3,0,Unknown,Female,No,20,Rural,0
Wyoming,Snow,3/4/2011,1,Rural-Principal Arterial-Interstate,54,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,4,5,0,White,Female,No,54,Rural,0
Wyoming,Snow,3/4/2011,1,Rural-Principal Arterial-Interstate,54,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,4,5,0,Unknown,Male,No,54,Rural,0
Alabama,Rain,1/1/2011,1,Rural-Principal Arterial-Other,19,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6,0,White,Male,Unknown,19,Rural,0
Alaska,Clear,3/21/2011,2,Urban-Collector,22,,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,3,21,1,0,Unknown,Female,No,22,Urban,0
Alaska,Clear,3/21/2011,2,Urban-Collector,23,,Passenger of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,3,21,1,0,Unknown,Male,No,23,Urban,0
Alaska,Clear,3/21/2011,2,Urban-Collector,24,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,3,21,1,0,Unknown,Male,No,24,Urban,0
Alaska,Clear,3/21/2011,2,Urban-Collector,48,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,3,21,1,0,Unknown,Male,No,48,Urban,0
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,46,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,9,7,0,Unknown,Female,Unknown,46,Rural,0
California,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,1,6,0,Unknown,Female,Unknown,69,Urban,0
California,Rain,1/1/2011,1,Urban-Principal Arterial-Interstate,75,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6,0,Unknown,Male,Unknown,75,Urban,0
Connecticut,Clear,1/16/2011,1,Urban-Minor Arterial,90,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,16,7,0,Unknown,Female,Unknown,90,Urban,0
Connecticut,Clear,1/16/2011,1,Urban-Minor Arterial,92,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,16,7,0,White,Female,Unknown,92,Urban,0
Delaware,Clear,3/2/2011,1,Urban-Minor Arterial,17,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,3,2,3,0,Unknown,Female,Unknown,17,Urban,0
Delaware,Clear,3/2/2011,1,Urban-Minor Arterial,49,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,2,3,0,White,Male,Unknown,49,Urban,0
Georgia,Clear,1/4/2011,1,Rural-Principal Arterial-Interstate,27,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2,0,Unknown,Male,No,27,Rural,0
